1234567890
QWERTYUIOPASDFGHJKLZXCVBNM
qwertyuiopasdfghjklzxcvbnm
~!@#$%^&*()_+|-=\{}:’"<>?[];',./ ©△○□★☆⊙∞
■◆◇◎♣♧♡♥◈※→↑ ▲▼

English 한국어 日本語 繁體中文 ภาษาไทย 


夜, 念, 富, 止
key	_대분류	_소분류	_번역 안됨	en_US	ko_KR	ja_JP	zh_TW	th_TH	_스킬(영어원문 / 지우면 안됨)	_스킬(일어원문 / 지우면 안됨)	_스킬(중국어원문 / 지우면 안됨)	_스킬(태국어원문 / 지우면 안됨)	_비고2	1
11225			FALSE	Attacks the enemy, with a 3% chance to silence for  turns.	적을 공격하며, {0}% 확률로 {1}턴 간 침묵 상태로 만듭니다.	敵を攻撃し、3%の確率でターンの間沈黙状態にします。	攻擊敵人，有3%機率使其沉默回合。	โจมตีศัตรู โดยมีโอกาส 3% ที่จะทำให้เป็นใบ้เป็นเวลา  เทิร์น	Attacks the enemy, with a {1}% chance to silence for {2} turns.	敵を攻撃し、{1}%の確率で{2}ターンの間沈黙状態にします。	攻擊敵人，有{1}%機率使其沉默{2}回合。	โจมตีศัตรู โดยมีโอกาส {1}% ที่จะทำให้เป็นใบ้เป็นเวลา {2} เทิร์น		
11226			FALSE	Attack an enemy Guardian 3 times. Each attack debuff CRIT for 3 turns by 15% chance.	적을 {0}회 공격하며, 매 공격 시 {1}% 확률로 {2}턴 간 CRIT 확률을 약화시킵니다.	敵を3回攻撃し、各攻撃ごとに15%の確率で3ターンCRIT率を弱化します。	攻擊敵人 3 次，每次攻擊時有 15% 機率降低 3 回合的爆擊率。	โจมตีศัตรู 3 ครั้ง แต่ละครั้งมีโอกาส 15% ที่จะลดโอกาสคริติคอลเป็นเวลา 3 เทิร์น	Attack an enemy Guardian {0} times. Each attack debuff CRIT for {2} turns by {1}% chance.	敵を{0}回攻撃し、各攻撃ごとに{1}%の確率で{2}ターンCRIT率を弱化します。	攻擊敵人 {0} 次，每次攻擊時有 {1}% 機率降低 {2} 回合的爆擊率。	โจมตีศัตรู {0} ครั้ง แต่ละครั้งมีโอกาส {1}% ที่จะลดโอกาสคริติคอลเป็นเวลา {2} เทิร์น		
11227			FALSE	Attacks the enemy 2 times, with a 30% chance to inflict poison for 3 turns with each attack.	적을 {0}회 공격하며, 매 공격 시 {1}% 확률로 {2}턴 간 중독 상태로 만듭니다.	敵を2回攻撃し、攻撃毎に30%の確率で3ターンの間毒状態にします。	攻擊敵人2次，每次攻擊時有30%機率使敵人中毒3回合。	โจมตีศัตรู 2 ครั้ง โดยในแต่ละครั้งมีโอกาส 30% ที่จะทำให้เป็นพิษเป็นเวลา 3 เทิร์น	Attacks the enemy {0} times, with a {1}% chance to inflict poison for {2} turns with each attack.	敵を{0}回攻撃し、攻撃毎に{1}%の確率で{2}ターンの間毒状態にします。	攻擊敵人{0}次，每次攻擊時有{1}%機率使敵人中毒{2}回合。	โจมตีศัตรู {0} ครั้ง โดยในแต่ละครั้งมีโอกาส {1}% ที่จะทำให้เป็นพิษเป็นเวลา {2} เทิร์น		
11228			FALSE	Heals 75% of ATK for all ally Guardians and hinders heal on an enemy Guardian with the lowest HP.	ATK의 {0}%만큼 모든 아군의 HP을 회복시키며, HP이 가장 적은 적군을 {1}턴 간 회복 불가 상태로 만듭니다.	ATKの75%分、全味方のHPを回復し、最もHPが低い敵を3ターン回復不可状態にします。	以攻擊力 75% 為所有我方恢復生命值，並使血量最低的敵方陷入 3 回合的無法恢復狀態。	ฟื้นฟู พลังชีวิต ของพันธมิตรทั้งหมด 75% ของพลังโจมตี และทำให้ศัตรูที่มี พลังชีวิต ต่ำที่สุดติดสถานะไม่สามารถฟื้นฟูได้เป็นเวลา 3 เทิร์น	Heals {0}% of ATK for all ally Guardians and hinders heal on an enemy Guardian with the lowest HP.	ATKの{0}%分、全味方のHPを回復し、最もHPが低い敵を{1}ターン回復不可状態にします。	以攻擊力 {0}% 為所有我方恢復生命值，並使血量最低的敵方陷入 {1} 回合的無法恢復狀態。	ฟื้นฟู พลังชีวิต ของพันธมิตรทั้งหมด {0}% ของพลังโจมตี และทำให้ศัตรูที่มี พลังชีวิต ต่ำที่สุดติดสถานะไม่สามารถฟื้นฟูได้เป็นเวลา {1} เทิร์น	14,{1}	
11217			FALSE	Attack an enemy Guardian 6 times with a large drill. Each attack debuff DEF for 3 turns by 10% chance.	거대 드릴로 적을 {0}회 공격하며 매 공격 시 {1}%의 확률로 DEF를 {2}턴 간 약화시킵니다.	巨大ドリルで敵を6回攻撃し、各攻撃ごとに10%の確率で3ターンDEFを弱化します。	使用巨大鑽頭攻擊敵人 6 次，每次攻擊時有 10% 機率使其防禦力降低 3 回合。	โจมตีศัตรู 6 ครั้งด้วยสว่านยักษ์ แต่ละครั้งมีโอกาส 10% ที่จะลดพลังป้องกันเป็นเวลา 3 เทิร์น	Attack an enemy Guardian {0} times with a large drill. Each attack debuff DEF for {2} turns by {1}% chance.	巨大ドリルで敵を{0}回攻撃し、各攻撃ごとに{1}%の確率で{2}ターンDEFを弱化します。	使用巨大鑽頭攻擊敵人 {0} 次，每次攻擊時有 {1}% 機率使其防禦力降低 {2} 回合。	โจมตีศัตรู {0} ครั้งด้วยสว่านยักษ์ แต่ละครั้งมีโอกาส {1}% ที่จะลดพลังป้องกันเป็นเวลา {2} เทิร์น		
11220			FALSE	Attack an enemy Guardian 6 times and buff CRIT of all ally Guardians for 4 turns.	적군을 {0}회 공격하고, 모든 아군의 CRIT 확률을 {1}턴 간 강화시킵니다.	敵を6回攻撃し、味方全体のCRIT率を4ターン強化します。	攻擊敵人 6 次，並使所有我方爆擊率提升 4 回合。	โจมตีศัตรู 6 ครั้ง และเพิ่มโอกาสคริติคอลของพันธมิตรทั้งหมดเป็นเวลา 4 เทิร์น	Attack an enemy Guardian {0} times and buff CRIT of all ally Guardians for {1} turns.	敵を{0}回攻撃し、味方全体のCRIT率を{1}ターン強化します。	攻擊敵人 {0} 次，並使所有我方爆擊率提升 {1} 回合。	โจมตีศัตรู {0} ครั้ง และเพิ่มโอกาสคริติคอลของพันธมิตรทั้งหมดเป็นเวลา {1} เทิร์น	5,{1}	
11221			FALSE	Attack an enemy Guardian 6 times and cast recovery on all ally Guardians for 2 turn.	적군을 {0}회 공격하고, 모든 아군을 {1}턴 간 HP 회복 상태로 만듭니다.	敵を6回攻撃し、味方全体を2ターンのHP回復状態にします。	攻擊敵人 6 次，並使所有我方進入 2 回合的生命值恢復狀態。	โจมตีศัตรู 6 ครั้ง และทำให้พันธมิตรทั้งหมดอยู่ในสถานะฟื้นฟู พลังชีวิต เป็นเวลา 2 เทิร์น	Attack an enemy Guardian {0} times and cast recovery on all ally Guardians for 2 turn.	敵を{0}回攻撃し、味方全体を2ターンのHP回復状態にします。	攻擊敵人 {0} 次，並使所有我方進入 2 回合的生命值恢復狀態。	โจมตีศัตรู {0} ครั้ง และทำให้พันธมิตรทั้งหมดอยู่ในสถานะฟื้นฟู พลังชีวิต เป็นเวลา 2 เทิร์น	1,{1}	
11229			FALSE	Attack an enemy Guardian and stun for 3 turn by 50% chance.	적을 공격하며, {0}% 확률로 {1}턴 간 기절 상태로 만듭니다.	敵を攻撃し、50%の確率で3ターン気絶状態にします。	攻擊敵人，有 50% 機率使其陷入 3 回合的暈眩狀態。	โจมตีศัตรู มีโอกาส 50% ที่จะทำให้ติดสถานะสตันเป็นเวลา 3 เทิร์น	Attack an enemy Guardian and stun for {1} turn by {0}% chance.	敵を攻撃し、{0}%の確率で{1}ターン気絶状態にします。	攻擊敵人，有 {0}% 機率使其陷入 {1} 回合的暈眩狀態。	โจมตีศัตรู มีโอกาส {0}% ที่จะทำให้ติดสถานะสตันเป็นเวลา {1} เทิร์น		
11230			FALSE	Attack an enemy Guardian 2 times. Each attack increase skillgauge for 20% by 10% chance.	적을 {0}회 공격하며, 매 공격 시 {1}% 확률로 모든 아군의 스킬게이지가 {2}%씩 충전됩니다.	敵を2回攻撃し、各攻撃ごとに10%の確率で味方全体のスキルゲージが20%ずつ充電されます。	攻擊敵人 2 次，每次攻擊時有 10% 機率使所有我方技能條充能 20%。	โจมตีศัตรู 2 ครั้ง แต่ละครั้งมีโอกาส 10% ที่จะชาร์จเกจสกิลของพันธมิตรทั้งหมด 20%	Attack an enemy Guardian {0} times. Each attack increase skillgauge for {2}% by {1}% chance.	敵を{0}回攻撃し、各攻撃ごとに{1}%の確率で味方全体のスキルゲージが{2}%ずつ充電されます。	攻擊敵人 {0} 次，每次攻擊時有 {1}% 機率使所有我方技能條充能 {2}%。	โจมตีศัตรู {0} ครั้ง แต่ละครั้งมีโอกาส {1}% ที่จะชาร์จเกจสกิลของพันธมิตรทั้งหมด {2}%		
11233			FALSE	Attack all enemy Guardians 2 times. Each attack debuff DEF for 4 turns by 20% chance.	모든 적군을 {0}회 공격하며, 매 공격 시 {1}% 확률로 적군의 DEF를 {2}턴 간 약화시킵니다.	すべての敵を2回攻撃し、各攻撃ごとに20%の確率で敵のDEFを4ターン弱化します。	攻擊所有敵人 2 次，每次攻擊時有 20% 機率降低其 4 回合的防禦力。	โจมตีศัตรูทั้งหมด 2 ครั้ง แต่ละครั้งมีโอกาส 20% ที่จะลดพลังป้องกันเป็นเวลา 4 เทิร์น	Attack all enemy Guardians {0} times. Each attack debuff DEF for {2} turns by {1}% chance.	すべての敵を{0}回攻撃し、各攻撃ごとに{1}%の確率で敵のDEFを{2}ターン弱化します。	攻擊所有敵人 {0} 次，每次攻擊時有 {1}% 機率降低其 {2} 回合的防禦力。	โจมตีศัตรูทั้งหมด {0} ครั้ง แต่ละครั้งมีโอกาส {1}% ที่จะลดพลังป้องกันเป็นเวลา {2} เทิร์น		
11235			FALSE	Attack an enemy Guardian and remove all buff effects by 50% chance.	적을 공격하며, {0}% 확률로 적군의 강화 효과를 모두 제거합니다.	敵を攻撃し、50%の確率ですべての強化効果を解除します。	攻擊敵人，有 50% 機率移除其所有增益效果。	โจมตีศัตรู มีโอกาส 50% ที่จะลบ Buff ทั้งหมดของศัตรู	Attack an enemy Guardian and remove all buff effects by {0}% chance.	敵を攻撃し、{0}%の確率ですべての強化効果を解除します。	攻擊敵人，有 {0}% 機率移除其所有增益效果。	โจมตีศัตรู มีโอกาส {0}% ที่จะลบ Buff ทั้งหมดของศัตรู		
11236			FALSE	Attack all enemy Guardians 4 times and cast shield on all ally Guardians for 3 turns.	모든 적군을 {0}회 공격하며, 모든 아군에게 {2}턴 간 보호막을 부여합니다.	すべての敵を4回攻撃し、味方全体に3ターンのシールドを付与します。	攻擊所有敵人 4 次，並為所有我方提供 3 回合護盾。	โจมตีศัตรูทั้งหมด 4 ครั้ง และมอบโล่ให้พันธมิตรทั้งหมดเป็นเวลา 3 เทิร์น	Attack all enemy Guardians {0} times and cast shield on all ally Guardians for 3 turns.	すべての敵を{0}回攻撃し、味方全体に3ターンのシールドを付与します。	攻擊所有敵人 {0} 次，並為所有我方提供 3 回合護盾。	โจมตีศัตรูทั้งหมด {0} ครั้ง และมอบโล่ให้พันธมิตรทั้งหมดเป็นเวลา 3 เทิร์น	2,{1}	
11238			FALSE	Attacks all enemies 3 times, with a 50% chance to inflict poison for 2 turns.	모든 적군을 {0}회 공격하며, {1}% 확률로 {2}턴간 중독 상태로 만듭니다.	全ての敵を3回攻撃し、50%の確率で2ターンの間毒状態にします。	攻擊所有敵人3次，有50%機率使其中毒2回合。	โจมตีศัตรูทั้งหมด 3 ครั้ง โดยมีโอกาส 50% ที่จะทำให้เป็นพิษเป็นเวลา 2 เทิร์น	Attacks all enemies {0} times, with a {1}% chance to inflict poison for {2} turns.	全ての敵を{0}回攻撃し、{1}%の確率で{2}ターンの間毒状態にします。	攻擊所有敵人{0}次，有{1}%機率使其中毒{2}回合。	โจมตีศัตรูทั้งหมด {0} ครั้ง โดยมีโอกาส {1}% ที่จะทำให้เป็นพิษเป็นเวลา {2} เทิร์น	17,{2}	
11239			FALSE	Enhance DEF of all allies for 5 turns and revive each fallen ally with 70% chance.	모든 아군의 DEF를 {0}턴간 강화하고, 쓰러진 각 아군마다 {1}% 확률로 부활시킵니다.	全味方のDEFを5ターン強化し、倒れた各味方を70%の確率で復活させます。	強化所有友軍的DEF 5回合，並以70%機率復活每個倒下的友軍。	เพิ่มพลัง DEF ของพันธมิตรทั้งหมดเป็นเวลา 5 เทิร์น และมีโอกาส 70% ที่จะฟื้นคืนชีพพันธมิตรที่ล้มแต่ละตัว	Enhance DEF of all allies for {0} turns and revive each fallen ally with {1}% chance.	全味方のDEFを{0}ターン強化し、倒れた各味方を{1}%の確率で復活させます。	強化所有友軍的DEF {0}回合，並以{1}%機率復活每個倒下的友軍。	เพิ่มพลัง DEF ของพันธมิตรทั้งหมดเป็นเวลา {0} เทิร์น และมีโอกาส {1}% ที่จะฟื้นคืนชีพพันธมิตรที่ล้มแต่ละตัว	6,{0}	
